agi_code,link,other_name,description
AT1G56650,https://www.arabidopsis.org//locus?key=29514,Other Names: ARABIDOPSIS THALIANA PRODUCTION OF ANTHOCYANIN PIGMENT 1;ATMYB75;ATPAP1;MYB DOMAIN PROTEIN 75;MYB75;MYELOBLASTOSIS PROTEIN 75;PAP1;PAP1-D;PRODUCTION OF ANTHOCYANIN PIGMENT 1;SIAA1;SUC-INDUCED ANTHOCYANIN ACCUMULATION 1,Encodes a putative MYB domain containing transcription factor involved in anthocyanin metabolism and radical scavenging. Essential for the sucrose-mediated expression of the dihydroflavonol reductase gene. Auxin and ethylene responsiveness of PAP1 transcription is lost in myb12 mutants. Interacts with JAZ  proteins to regulate anthocyanin accumulation.
AT1G53500,https://www.arabidopsis.org//locus?key=29035,Other Names: ARABIDOPSIS THALIANA MUCILAGE-MODIFIED 4;ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 2;ATMUM4;ATRHM2;MUCILAGE-MODIFIED 4;MUM4;RHAMNOSE BIOSYNTHESIS 2;RHM2,"encodes a putative NDP-L-rhamnose synthase, an enzyme required for the synthesis of the pectin rhamnogalacturonan I, the major component of Arabidopsis mucilage. Gene is involved in seed coat mucilage cell development. Mutant analyses suggest that MUM4 is required for complete mucilage synthesis, cytoplasmic rearrangement and seed coat development."
AT2G26300,https://www.arabidopsis.org//locus?key=26561,Other Names: ARABIDOPSIS THALIANA G PROTEIN ALPHA SUBUNIT 1;ATGPA1;G PROTEIN ALPHA SUBUNIT 1;GP ALPHA 1;GPA1,"Encodes an alpha subunit of a heterotrimeric GTP-binding protein. The active GTP-bound form of GPA1 binds to the GTG1 and GTG2 abscisic acid (ABA) receptors and appears to affect their GTPase and GTP-binding activity, and hence, ABA binding abilities. GPA1 is a positive regulator in ABA-mediated inhibition of stomatal opening. Plants with recessive mutant alleles have complex phenotypes including: reduced brassinolide response, reduced cell divisions, round leaves, short hypocotyls.  It is likely to be involved in the signaling events that trigger unfolded protein response-associated cell death. GPA1 is also involved in sugar signaling. The mRNA is cell-to-cell mobile."
AT2G26300,https://www.arabidopsis.org//locus?key=26561,Other Names: ARABIDOPSIS THALIANA G PROTEIN ALPHA SUBUNIT 1;ATGPA1;G PROTEIN ALPHA SUBUNIT 1;GP ALPHA 1;GPA1,"Encodes an alpha subunit of a heterotrimeric GTP-binding protein. The active GTP-bound form of GPA1 binds to the GTG1 and GTG2 abscisic acid (ABA) receptors and appears to affect their GTPase and GTP-binding activity, and hence, ABA binding abilities. GPA1 is a positive regulator in ABA-mediated inhibition of stomatal opening. Plants with recessive mutant alleles have complex phenotypes including: reduced brassinolide response, reduced cell divisions, round leaves, short hypocotyls.  It is likely to be involved in the signaling events that trigger unfolded protein response-associated cell death. GPA1 is also involved in sugar signaling. The mRNA is cell-to-cell mobile."
AT4G37750,https://www.arabidopsis.org//locus?key=129805,Other Names: AINTEGUMENTA;ANT;ATANT;CKC;CKC1;COMPLEMENTING A PROTEIN KINASE C MUTANT 1;DRAGON;DRG,"ANT is required for control of cell proliferation and encodes a putative transcriptional regulator similar to AP2. Loss of function alleles have reduced fertility, abnormal ovules and abnormal lateral organs. Expressed in the chalaza, floral organ primordia, and lateral shoot organ primordia. Regulates growth and cell numbers during organogenesis. Modulates auxin biosynthesis in the ovule via regulation of YUC4."
AT5G65940,https://www.arabidopsis.org//locus?key=131661,Other Names: beta-hydroxyisobutyryl-CoA hydrolase 1;chy1,hydrolyzes beta-hydroxyisobutyryl-CoA
AT5G56290,https://www.arabidopsis.org//locus?key=135128,Other Names: ARABIDOPSIS PEROXIN 5;ATPEX5;EMB2790;EMBRYO DEFECTIVE 2790;PEROXIN 5;PEX5,"Encodes the peroxisomal targeting signal type 1 receptor that facilitates peroxisomal protein translocation. It recognizes proteins with the PTS1 consensus sequence (tripeptide SKL or a conserved variant) at the extreme C terminus.  The protein has several domains, including C-terminal tetratricopeptide repeat motifs which act in binding the C-terminal ""SKL"" targeting signal.  The mechanism of transport has been worked out in other organisms:  The receptor recognizes and binds cytosolic PTS1-containing proteins.  The PEX5-PTS1 complex binds a PEX14/PEX13 receptor complex at the peroxisome membrane and is translocated into the peroxisome matrix in a process dependent on PEX2,PEX10, and PEX12.  In the peroxisome matrix, PEX5 releases its cargo and is recycled to the cytosol in a process dependent on PEX1, PEX4, PEX6 and PEX22.  It is also involved, in conjunction with PEX7, in PTS1- and PTS2-dependent peroxisomal protein import.  RNAi experiments suggest that PEX5 is necessary for the maintenance of both glyoxysomal and leaf peroxisomal functions."
AT4G39850,https://www.arabidopsis.org//locus?key=130104,Other Names: ABCD1;ACN2;ATP-binding cassette D1;Arabidopsis thaliana ATP-binding cassette D1;AtABCD1;COMATOSE;CTS;PED3;PEROXISOMAL ABC TRANSPORTER 1;PEROXISOME DEFECTIVE 3;PXA1;acetate non-utilizing 2,"Encodes a peroxisomal protein of the ATP binding cassette (ABC) transporter class (PMP subfamily) with significant identity to the human X-linked adrenoleukodystrophy protein (ALDP). The gene product promotes germination and represses embryo dormancy. ABI3, ABA1, FUS3 and LEC1 are epistatic to this gene. Mutants accumulate fatty acyl CoA suggesting a defect in uptake of fatty acyl CoA into the peroxisome."
AT5G19550,https://www.arabidopsis.org//locus?key=135563,Other Names: AAT2;ASP2;ASPARTATE AMINOTRANSFERASE 2,Nitrogen metabolism. Major cytosolic isoenzyme controlling aspartate biosynthesis in the light. The mRNA is cell-to-cell mobile.
AT4G31990,https://www.arabidopsis.org//locus?key=126846,Other Names: AAT3;ASP5;ASPARTATE AMINOTRANSFERASE 5;ASPARTATE AMINOTRANSFERASE DEFICIENT 3;ATAAT1,Encodes a plastid-localized aspartate aminotransferase.  Does not display any PAT (glutamate/aspartate-prephenate aminotransferase) activity even in the presence of a high concentration of prephenate.
AT4G34460,https://www.arabidopsis.org//locus?key=130034,Other Names: AGB1;ATAGB1;ELK4;ERECTA-LIKE 4;GTP BINDING PROTEIN BETA 1,"Encodes the heterotrimeric G-protein beta subunit and is involved in organ shape. A significant fraction of the protein is found in the ER.  Mutants carrying null alleles express similar fruit phenotypes, as seen in er plants, but differ from er in that the stem is only slightly shorter than that in the wild type, the pedicel is slightly longer than that in the wild type, and the leaves are rounder than those in er mutants. Gene is expressed in all tissues examined, with highest expression level found in siliques. It is involved in resistance to Plectosphaerella cucumerina. The predicted protein has two DWD motifs. It can bind to DDB1a in Y2H assays and may be involved in the formation of a CUL4-based E3 ubiquitin ligase.  It seems to be involved in the calcium-mediated response to extracellular ATP."
AT5G62310,https://www.arabidopsis.org//locus?key=133791,Other Names: INCOMPLETE ROOT HAIR ELONGATION;IRE,Encodes a protein with a serine/threonine kinase domain.  There are two other closely related members in Arabidopsis. Knock-out mutation results in incomplete root hair elongation. Expression is found all organs examined but is especially strong in elongating root hairs.
AT2G35190,https://www.arabidopsis.org//locus?key=35136,Other Names: ATNPSN11;NOVEL PLANT SNARE 11;NPSN11;NSPN11,"plant-specific SNARE located in cell plate of dividing cells. cofractionates with the cytokinesis-specific syntaxin, KNOLLE, which is required for the formation of the cell plate."
AT3G54220,https://www.arabidopsis.org//locus?key=36629,Other Names: SCARECROW;SCR;SGR1;SHOOT GRAVITROPISM 1,"Encodes a member of a novel family having similarity to DNA binding proteins containing basic-leucine zipper regions; scr is expressed in cortex/endodermal initial cells and in the endodermal cell lineage.  Regulates the radial organization of the root. Is required cell-autonomously for distal specification of the quiescent center, which in turn regulates stem cell fate of immediately surrounding cells. SCR appears to be a direct target of SHR. SCR and SCR-LIKE  act redundantly in bundle sheath cell fate specification. The scr mutant has a higher level of hydrogen peroxide in the elongation zone due to reduced expression of peroxidase genes."
AT2G20120,https://www.arabidopsis.org//locus?key=34841,Other Names: CONTINUOUS VASCULAR RING;COV1,"Encodes an integral membrane protein of unknown function, highly conserved between plants and bacteria; is likely to be involved in a mechanism that negatively regulates the differentiation of vascular tissue in the stem.  Mutants display a dramatic increase in vascular tissue development in the stem in place of the interfascicular region that normally separates the vascular bundles."
AT1G22780,https://www.arabidopsis.org//locus?key=136956,Other Names: 40S RIBOSOMAL PROTEIN S18;PFL;PFL1;POINTED FIRST LEAVES;POINTED FIRST LEAVES 1;RIBOSOMAL PROTEIN US13Z;RPS18A;US13Z,"S18 ribosomal protein involved in the binding of f-Met tRNA during initiation of mRNA translation. Expression restricted to meristems. Mutant phenotype-pointed first leaves,reduced fresh weight, growth retardation."
AT4G01370,https://www.arabidopsis.org//locus?key=128006,Other Names: ATMPK4;MAP KINASE 4;MAP kinase 4;MAPK4;MPK4,Encodes a nuclear and cytoplasmically localized  MAP kinase involved in mediating responses to pathogens.  Its substrates include MKS1 and probably MAP65-1.The MAP65-1 interaction is involved in mediating cortical microtuble organization. Required for male-specific meiotic cytokinesis. The mRNA is cell-to-cell mobile.
AT5G42970,https://www.arabidopsis.org//locus?key=132727,Other Names: ATS4;CONSTITUTIVE PHOTOMORPHOGENIC 14;CONSTITUTIVE PHOTOMORPHOGENIC 8;COP14;COP8;COP9 SIGNALOSOME SUBUNIT 4;CSN4;EMB134;EMBRYO DEFECTIVE 134;FUS4;FUS8;FUSCA 4;FUSCA 8,encodes subunit 4 of COP9 signalosome complex. sequence is similar to a subunit of the 19S regulatory particle of the 26S proteasome. recessive mutation causes derepression of photomorphogenesis.
AT1G02090,https://www.arabidopsis.org//locus?key=137757,Other Names: ARABIDOPSIS THALIANA COP9 SIGNALOSOME SUBUNIT 7;ATCSN7;CONSTITUTIVE PHOTOMORPHOGENIC 15;COP15;COP9 SIGNALOSOME SUBUNIT 7;CSN7;FUS5;FUSCA 5,encodes a phosphoprotein that is a subunit of the COP9 signalosome. Mutants exhibit constitutive photomorphogenic phenotype.
AT5G14250,https://www.arabidopsis.org//locus?key=130792,Other Names: CONSTITUTIVE PHOTOMORPHOGENIC 13;COP13;COP9 SIGNALOSOME SUBUNIT 3;CSN3;FUS11;FUSCA 11,Encodes subunit 3 of the COP9 signalosome.
AT2G26990,https://www.arabidopsis.org//locus?key=34451,Other Names: ATCSN2;CONSTITUTIVE PHOTOMORPHOGENIC 12;COP12;CSN2;FUS12;FUSCA 12,Represses photomorphogenesis and induces skotomorphogenesis in the dark.
AT2G27150,https://www.arabidopsis.org//locus?key=32357,Other Names: AAO3;AOdelta;Abscisic ALDEHYDE OXIDASE 3;Aldehyde oxidase delta;Arabidopsis thaliana aldehyde oxidase 3;At-AO3;AtAAO3,Encodes the aldehyde oxidase delta isoform  catalyzing the final step in abscisic acid  biosynthesis.
AT4G00730,https://www.arabidopsis.org//locus?key=128298,Other Names: AHDP;ANL2;ANTHOCYANINLESS 2;ARABIDOPSIS THALIANA HOMEODOMAIN PROTEIN,Encodes a homeodomain protein of the HD-GLABRA2 group. Involved in the accumulation of anthocyanin and in root development. Loss of function mutants have increased cell wall polysaccharide content.
AT1G77300,https://www.arabidopsis.org//locus?key=136429,Other Names: ASH1 HOMOLOG 2;ASHH2;CARBON AND LIGHT INSENSITIVE 186;CAROTENOID CHLOROPLAST REGULATORY1;CCR1;CLI186;EARLY FLOWERING IN SHORT DAYS;EFS;LAZ2;LAZARUS 2;SDG8;SET DOMAIN GROUP 8,"Encodes a protein with histone lysine N-methyltransferase activity required specifically for the trimethylation of H3-K4 in FLC chromatin (and not in H3-K36 dimethylation). Acts as an inhibitor of flowering specifically involved in the autonomous promotion pathway. EFS also regulates the expression of genes involved in carotenoid biosynthesis and nitrogen assimilation.Modification of histone methylation at the CRTISO locus reduces transcript levels 90%. The increased shoot branching seen in some EFS mutants is likely due to the carotenoid biosynthesis defect having an effect on stringolactones.Required for ovule, embryo sac, anther and pollen development."
AT3G59030,https://www.arabidopsis.org//locus?key=36205,Other Names: A. THALIANA TRANSPARENT TESTA 12;ATTT12;TT12;transparent testa 12,"Encodes a proton antiporter. Involved in the transportation of proanthocyanidin precursors into the vacuole. In vitro transport experiments showed that cyanidin-3-O-glucoside (anthocyanin) was an effective substrate, whereas the proanthocyanidin precursor epicatechin was not transported. However catechin-3-O-glucoside inhibited anthocyanin transport in a dose-dependent manner suggesting that glycosylated epicatechin is the in vivo substrate. Recessive mutation has strong reduction of proanthocyanidin deposition in vacuoles and has reduced dormancy. Expressed in the endothelium of ovules and developing seeds."
AT1G24490,https://www.arabidopsis.org//locus?key=226530,Other Names: ALB4;ALBINA 4;ARABIDOPSIS THALIANA ENVELOPE MEMBRANE INTEGRASE;ARTEMIS;STIC1;SUPPRESSOR OF TIC40 1,"Homologue of the Alb3/Oxa1/YidC family. ALB4 is almost identical to the Alb3/Oxa1/YidC domain of the previously described 110 kDa inner envelope protein ARTEMIS. However, ALB4 is expressed as a separate 55 kDa protein and is located in the thylakoid membrane of chloroplasts. Analysis of a T-DNA insertion line with a reduced level of Alb4 revealed chloroplasts with an altered ultrastructure. Mutant plastids are larger, more spherical in appearance and the grana stacks within the mutant lines are less appressed than in the wild-type chloroplasts. ALB4 is required for proper chloroplast biogenesis. The mRNA is cell-to-cell mobile."
AT2G45690,https://www.arabidopsis.org//locus?key=32109,Other Names: ARABIDOPSIS PEROXIN 16;ATPEX16;PEROXIN 16;PEX16;SHRUNKEN SEED 1;SSE;SSE1,"Encodes a protein with similarity to yeast Pep16p, a membrane localized protein involved in peroxisome assembly and protein-trafficking. SSE1 mutant seeds do not accumulate  oils and  dessicated seeds have a shrunken appearance. Involved in protein and oil body biogenesis. SSE is expressed during seed development, reaching the highest peak in mature siliques. Expression in leaves and roots  is low compared to cotyledons and flowers. Located in peroxisomes and endoplasmic reticulum. Homologous to the peroxin PEX16 and complements the pex16 mutants of  the yeast Yarrowia lipolytica."
AT2G04110,https://www.arabidopsis.org//locus?key=32996,Other Names:,pseudogene of expressed protein;(source:Araport11)
AT1G67490,https://www.arabidopsis.org//locus?key=26935,Other Names: GCS1;GLUCOSIDASE 1;KNF;KNOPF,Encodes an alpha-glucosidase I enzyme that catalyzes the first step in N-linked glycan processing. Localized to the endoplasmic reticulum (ER).
AT5G22130,https://www.arabidopsis.org//locus?key=500229665,Other Names: PEANUT 1;PENTA 1;PNT1,member of Glycosyltransferase Family- 50
AT4G32410,https://www.arabidopsis.org//locus?key=128412,Other Names: ANY1;AtCESA1;CELLULOSE SYNTHASE 1;CESA1;RADIALLY SWOLLEN 1;RSW1;anisotropy1,"Encodes a cellulose synthase isomer. CESA1 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA1, along with CESA3 and CESA6 are present in the same plasma membrane complex for cellulose biosynthesis. lasma membrane complex for cellulose biosynthesis. As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening."
AT4G30610,https://www.arabidopsis.org//locus?key=127117,Other Names: BRI1 SUPPRESSOR 1;BRS1;SCPL24;SERINE CARBOXYPEPTIDASE 24 PRECURSOR,Encodes a secreted glycosylated serine carboxypeptidase with broad substrate preference that is involved in brassinosteroid signalling via BRI1.  It is proteolytically processed in vivo by a separate as yet unidentified protease.
AT3G26790,https://www.arabidopsis.org//locus?key=38081,Other Names: FUS3;FUSCA3,"Transcriptional factor with high similarity to the B3 region of the VP1/ABI3-like proteins. Full length FUS3 protein binds to the highly conserved RY motif [DNA motif CATGCA(TG)], present in many seed-specific promoters, and the B3 domains of this transcription factor is necessary for the specific interaction with the RY element. Transcriptional activity of FUS3 requires the B3 DNA-binding domain and an activation domain. FUS3 specifies cotyledon identity. Regulator of gene expression during late embryogenesis. Involved in the control foliar organ identity in Arabidopsis by regulating the synthesis of two hormones, abscisic acid and gibberellin.  FUS3 together with LEC1 positively regulate the abundance of the ABI3 protein in the seed."
AT3G24650,https://www.arabidopsis.org//locus?key=38924,Other Names: ABA INSENSITIVE 3;ABI3;ABSCISIC ACID INSENSITIVE 3;ATABI3;SIS10;SUGAR INSENSITIVE 10,"Homologous to the maize transcription factor Viviparous-1. Full length ABI3 protein binds to the highly conserved RY motif [DNA motif CATGCA(TG)], present in many seed-specific promoters, and the B3 domains of this transcription factor is necessary for the specific interaction with the RY element. Transcriptional activity of ABI3 requires the B3 DNA-binding domain and an activation domain. In addition to the known N-terminal-located activation domain, a second transcription activation domain was found in the B1 region of ABI3. ABI3 is essential for seed maturation. Regulator of the transition between embryo maturation and early seedling development. Putative seed-specific transcriptional activator. ABI3 is a central regulator in ABA signaling and is unstable in vivo.  It interacts with and can by polyubiquitinated by AIP2 in vivo. Based on double mutant analyses, ABI3 interacts genetically with both FUS3 and LEC1 and is involved in controlling accumulation of chlorophyll and anthocyanins, sensitivity to abscisic acid, and expression of the members of the 12S storage protein gene family. In addition, both FUS3 and LEC1 regulate positively the abundance of the ABI3 protein in the seed.  Alternative splicing of ABI3 is developmentally regulated by SUA (AT3G54230)."
AT1G80080,https://www.arabidopsis.org//locus?key=28189,Other Names: AtRLP17;Receptor Like Protein 17;TMM;TOO MANY MOUTHS,Encodes a transmembrane leucine-repeat containing receptor-like protein that is expressed in proliferative postprotodermal cells. Recessive mutation leads to disruption of asymmetric cell division during stomata development. Its transcript levels change after inducing MUTE expression in a mute background.
AT2G39940,https://www.arabidopsis.org//locus?key=34748,Other Names: COI1;CORONATINE INSENSITIVE 1,"Encodes a protein containing Leu-rich repeats  and a degenerate F-box motif. Associates with AtCUL1, AtRbx1, and the Skp1-like proteins ASK1 and ASK2 to assemble SCF COI1 ubiquitin-ligase complexes in planta. A single amino acid substitution in the F-box motif of COI1 abolishes the formation of the SCF(COI1) complexes and results in loss of the JA response. Required for wound- and jasmonates-induced transcriptional regulation. Amino acid mutations  in COI1 distinctively affect jasmonate-regulated male fertility.CFA-Ile, CFA-Leu, CFA-Val, CFA-Met and CFA-Ala could not inhibit the root length and restoration of fertility in coi1-1 mutants."
AT5G42650,https://www.arabidopsis.org//locus?key=133493,Other Names: ALLENE OXIDE SYNTHASE;AOS;CYP74A;CYTOCHROME P450 74A;DDE2;DELAYED DEHISCENCE 2,"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity.  CFA-Leu, CFA-Val, CFA-Met and CFA-Ala can induce the expression of AOS."
AT4G10180,https://www.arabidopsis.org//locus?key=26538,Other Names: ATDET1;DE-ETIOLATED 1;DET1;FUS2;FUSCA 2,Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling. The mRNA is cell-to-cell mobile.
AT2G38050,https://www.arabidopsis.org//locus?key=26539,Other Names: ATDET2;DWARF 6;DWF6,Similar to mammalian steroid-5-alpha-reductase. Involved in the brassinolide biosynthetic pathway.
