agi_code,link,other_name,description
AT1G44446,https://www.arabidopsis.org//locus?key=226583,Other Names: ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE;ATCAO;CAO;CH1;CHLORINA 1;CHLOROPHYLL A OXYGENASE,"Encodes chlorophyllideaoxygenase which converts chlorophyllideato chlorophyllidebby catalyzing two successive hydroxylations at the 7-methyl group of chlorophyllidea.  Mutants are deficient in pigments that associate with thylakoid membrane proteins, lacking chlorophyllband light-harvesting proteins of photosystem II. The protein was shown through cross-linking experiments to interact with Toc75, Toc34, Tic40, Tic20 and Tic22."
AT1G79840,https://www.arabidopsis.org//locus?key=28310,Other Names: GL2;GLABRA2,"Glabra 2, a homeodomain protein affects epidermal cell identity including trichomes, root hairs, and seed coat. It also down-regulates seed oil content. Expressed in atrichoblasts and required to suppress root hair development. Also expressed abundantly during early seed development.  Directly regulated by WER."
AT2G37630,https://www.arabidopsis.org//locus?key=31595,Other Names: ARABIDOPSIS PHANTASTICA-LIKE 1;AS1;ASYMMETRIC LEAVES 1;ATMYB91;ATPHAN;LL2;LOTUS LEAF 2;MYB DOMAIN PROTEIN 91;MYB91,Encodes a MYB-domain protein involved in specification of the leaf proximodistal axis. Mutation results in lobed and dissected leaves with a characteristic asymmetry. Homologous to the Antirrhinum PHANTASTICA (PHAN) and maize ROUGH SHEATH2 (RS2) genes  Asymmetric placement of auxin response at the distal leaf tip precedes visible asymmetric leaf growth.  Acts alongside AXR1 to exclude BP expression in leaves and with PIN1 to repress BP and promote lateral organ growth. Interacts physically with AS2 to form a complex that binds to the BP promoter and silences BP.  Also functions as a regulator of the plant immune response.
AT2G26330,https://www.arabidopsis.org//locus?key=26540,Other Names: ER;ERECTA;QRP1;QUANTITATIVE RESISTANCE TO PLECTOSPHAERELLA 1,"Homologous to receptor protein kinases. Involved in specification of organs originating from the shoot apical meristem. Contains a cytoplasmic protein kinase catalytic domain, a transmembrane region, and an extracellular leucine-rich repeat.  ER has been identified as a quantitative trait locus for transpiration efficiency by influencing epidermal and mesophyll development, stomatal density and porosity of leaves. It has been implicated in resistance to the bacterium Ralstonia solanacearum and to the necrotrophic fungus Plectosphaerella cucumerina.  Together with ERL1 and ERL2, ER governs the initial decision of protodermal cells to either divide proliferatively to produce pavement cells or divide asymmetrically to generate stomatal complexes. ER binds to the peptides STOMAGEN and EPF2 which compete for the same binding site. The ER-EFP2 complex activates MAPK signaling that inhibits stomatal development. ER-STOMAGEN does not activate MAPK signaling. Plants harboring loss of function alleles of er are more susceptible to heat stress than wild type.  In Arabidopsis and other organisms, overexpression of ER confers thermotolerance via as yet undefined mechanisms. Functions with HYL1 to negatively regulate megaspore mother cell fate in ovule nucellus."
AT2G26670,https://www.arabidopsis.org//locus?key=26546,Other Names: ARABIDOPSIS THALIANA HEME OXYGENASE 1;ATHO1;GENOMES UNCOUPLED 2;GUN2;HEME OXYGENASE 1;HEME OXYGENASE 6;HO1;HY1;HY6;REVERSAL OF THE DET PHENOTYPE 4;TED4,Encodes a plastid heme oxygenase necessary for phytochrome chromophore biosynthesis and for coupling the expression of some nuclear genes to the functional state of the chloroplast.
AT3G27920,https://www.arabidopsis.org//locus?key=37734,Other Names: ATGL1;ATMYB0;GL1;GLABRA 1;MALAMBRUNO3;MAU3;MYB DOMAIN PROTEIN 0;MYB0;myb domain protein 0,"Encodes GL1, a Myb-like protein that is required for induction of trichome development. Interacts with JAZ and DELLA proteins to regulate trichome initiation. Natural hyperfunctional alleles producing trichome development in fruits and pedicels have been found."
AT3G09150,https://www.arabidopsis.org//locus?key=37198,Other Names: ARABIDOPSIS ELONGATED HYPOCOTYL 2;ATHY2;ELONGATED HYPOCOTYL 2;GENOMES UNCOUPLED 3;GUN3;HY2,"Required for biosynthesis of the tetrapyrrole phytochrome chromophore phytochromobilin.  Encodes phytochromobilin synthase, a ferredoxin-dependent biliverdin reductase.  It is necessary for coupling the expression of some nuclear genes to the functional state of the chloroplast."
AT3G55120,https://www.arabidopsis.org//locus?key=39593,Other Names: A11;ATCHI;CFI;CHALCONE FLAVANONE ISOMERASE;CHALCONE ISOMERASE;CHI;TRANSPARENT TESTA 5;TT5,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems. Co-expressed with CHS.
AT4G36920,https://www.arabidopsis.org//locus?key=26526,Other Names: AP2;APETALA 2;ATAP2;FL1;FLO2;FLORAL MUTANT 2;FLOWER 1,"Encodes a floral homeotic gene, a member of the AP2/EREBP (ethylene responsive element binding protein) class of transcription factors and is involved in the specification of floral organ identity, establishment of floral meristem identity, suppression of floral meristem indeterminancy, and development of the ovule and seed coat. AP2 also has a role in controlling seed mass. Dominant negative allele I28, revealed a function in meristem maintenance-mutant meristems are smaller than normal siblings. AP2 appears to act on the WUS-CLV pathway in an AG independent manner."
AT4G08150,https://www.arabidopsis.org//locus?key=128567,Other Names: BP;BP1;BREVIPEDICELLUS;BREVIPEDICELLUS 1;KNAT1;KNOTTED-LIKE FROM ARABIDOPSIS THALIANA,"A member of class I knotted1-like homeobox gene family (together with KNAT2). Similar to the knotted1 (kn1) homeobox gene of maize. Normally expressed in the peripheral and rib zone of shoot apical meristem but not in the leaf primordia. It is also expressed in the fourth floral whorl, in the region that would become style, particularly in the cell surrounding the transmitting tissue. No expression was detected in the first three floral whorls. Expression is repressed by auxin and AS1 which results in the promotion of leaf fate."
AT4G24510,https://www.arabidopsis.org//locus?key=26532,Other Names: CER2;ECERIFERUM 2;VC-2;VC2,Encodes a component of the fatty acid elongation machinery required for C28 to C30 fatty acid elongation.  It does not require the acyltransferase catalytic site for biological function.
AT5G24520,https://www.arabidopsis.org//locus?key=131897,Other Names: ATTTG1;TRANSPARENT TESTA GLABRA 1;TTG;TTG1;UNARMED 23;URM23,"Required for the accumulation of purple anthocyanins in leaves and stems. Involved in trichome and root hair development. Controls epidermal cell fate specification. Affects dihydroflavonol 4-reductase gene expression. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium. Based on clonal analysis and other methonds TTG1 has been shown to act non-cell autonomously and to move via plasmodesmata between cells.Localization and levels of TTG1 affect patterning of leaf trichomes. Auxin and ethylene responsiveness of TTG1 transcription is lost in myb12 mutants."
AT5G57800,https://www.arabidopsis.org//locus?key=134679,Other Names: CER3;ECERIFERUM 3;FACELESS POLLEN 1;FLP1;WAX2;YRE,encodes a transmembrane protein with similarity to the sterol desaturase family at the N-terminus and to the short-chain dehydrogenase/reductase family at the C-terminus. Mutant analyses indicate this protein is involved in cuticle membrane and wax biosynthesis. The mRNA is cell-to-cell mobile.
AT5G41315,https://www.arabidopsis.org//locus?key=500229739,Other Names: GL3;GLABRA 3;GLABROUS 3;MYC6.2,Encodes a basic helix loop helix domain protein that interacts with GL1 in trichome development.GL3 interacts with JAZ and DELLA proteins to regulate trichome initiation.
AT5G54770,https://www.arabidopsis.org//locus?key=132749,Other Names: THI1;THI4;THIAMINE4;THIAZOLE REQUIRING;TZ,Encodes a thiamine biosynthetic gene that has a dual function in thiamine biosynthesis and mitochondrial DNA damage tolerance. It appears to be involved in producing the thiazole portion of thiamine (vitamin B1). A crystal structure of the protein reveals that it forms a 2-ring homo-octamer. The mRNA is cell-to-cell mobile.
AT5G43810,https://www.arabidopsis.org//locus?key=134194,Other Names: AGO10;ARGONAUTE 10;PINHEAD;PNH;ZLL;ZWILLE,"Encodes Argonaute10, a member of the EIF2C (elongation initiation factor 2c)/  Argonaute class of proteins. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems. Acts in embryonic provascular tissue potentiating WUSCHEL function during meristem development in the embryo. AGO10 specifically sequesters miR166/165 to regulate shoot apical meristem development."
AT1G62360,https://www.arabidopsis.org//locus?key=29436,Other Names: BUM;BUM1;BUMBERSHOOT;BUMBERSHOOT 1;SHL;SHOOT MERISTEMLESS;SHOOTLESS;STM;WALDMEISTER;WALDMEISTER 1;WAM;WAM1,Class I knotted-like homeodomain protein that is required for shoot apical meristem (SAM) formation during embryogenesis and for SAM function throughout the lifetime of the plant. Functions by preventing incorporation of cells in the meristem center into differentiating organ primordia.  It has also been shown to have a role in the specification of flower meristem identity.
AT2G17950,https://www.arabidopsis.org//locus?key=34708,Other Names: PGA6;WUS;WUS1;WUSCHEL;WUSCHEL 1,"Homeobox gene controlling the stem cell pool. Expressed in the stem cell organizing center of meristems. Required to keep the stem cells in an undifferentiated state. Regulation of WUS transcription is a central checkpoint in stem cell control. The size of  the WUS expression domain controls the  size of the stem cell population through WUS indirectly activating the expression of  CLAVATA3 (CLV3) in the stem cells and CLV3 repressing WUS transcription through the CLV1 receptor kinase signaling pathway. Repression of WUS transcription through AGAMOUS (AG) activity controls stem cell activity in the determinate floral meristem. Binds to TAAT element core motif.  WUS is also involved in cell differentiation during anther development. Responds to CMV infection and represses virus accumulation in the meristem central and peripheral zones; inhibits viral protein synthesis by repressing the expression of plant S-adenosyl-L-methionine?dependent methyltransferases, which are involved in ribosomal RNA processing and ribosome stability."
AT2G28800,https://www.arabidopsis.org//locus?key=33489,Other Names: ALB3;ALBINO 3,member of Chloroplast membrane protein ALBINO3 family. Similar to pea PPF1 and may play a role in plant senescence.
AT3G11670,https://www.arabidopsis.org//locus?key=39792,Other Names: ATTS02;DGD1;DIGALACTOSYL DIACYLGLYCEROL DEFICIENT 1,"Responsible for the final assembly of galactolipids in photosynthetic membranes.  Provides stability to the PS I core complex (e.g. subunits PsaD, PsaE)."
AT4G18780,https://www.arabidopsis.org//locus?key=127905,Other Names: ATCESA8;CELLULOSE SYNTHASE 8;CESA8;IRREGULAR XYLEM 1;IRX1;LEAF WILTING 2;LEW2,"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
AT1G15950,https://www.arabidopsis.org//locus?key=137093,Other Names: ATCCR1;CCR1;CINNAMOYL COA REDUCTASE 1;IRREGULAR XYLEM 4;IRX4,Encodes a cinnamoyl CoA reductase. Involved in lignin biosynthesis. The mRNA is cell-to-cell mobile.
AT5G67030,https://www.arabidopsis.org//locus?key=132460,Other Names: ABA DEFICIENT 1;ABA1;ARABIDOPSIS THALIANA ABA DEFICIENT 1;ARABIDOPSIS THALIANA ZEAXANTHIN EPOXIDASE;ATABA1;ATZEP;IBS3;IMPAIRED IN BABA-INDUCED STERILITY 3;LOS6;LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6;NON-PHOTOCHEMICAL QUENCHING 2;NPQ2;ZEAXANTHIN EPOXIDASE;ZEP,"Encodes a single copy zeaxanthin epoxidase gene that functions in first step of the biosynthesis of the abiotic stress hormone abscisic acid (ABA). Mutants in this gene are unable to express female sterility in response to beta-aminobutyric acid, as wild type plants do."
AT4G26080,https://www.arabidopsis.org//locus?key=26522,Other Names: ABA INSENSITIVE 1;ABI1;AtABI1,Involved in abscisic acid (ABA) signal transduction. Negative regulator of ABA promotion of stomatal closure.
AT5G57050,https://www.arabidopsis.org//locus?key=133380,Other Names: ABA INSENSITIVE 2;ABI2;AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.
AT3G24650,https://www.arabidopsis.org//locus?key=38924,Other Names: ABA INSENSITIVE 3;ABI3;ABSCISIC ACID INSENSITIVE 3;ATABI3;SIS10;SUGAR INSENSITIVE 10,"Homologous to the maize transcription factor Viviparous-1. Full length ABI3 protein binds to the highly conserved RY motif [DNA motif CATGCA(TG)], present in many seed-specific promoters, and the B3 domains of this transcription factor is necessary for the specific interaction with the RY element. Transcriptional activity of ABI3 requires the B3 DNA-binding domain and an activation domain. In addition to the known N-terminal-located activation domain, a second transcription activation domain was found in the B1 region of ABI3. ABI3 is essential for seed maturation. Regulator of the transition between embryo maturation and early seedling development. Putative seed-specific transcriptional activator. ABI3 is a central regulator in ABA signaling and is unstable in vivo.  It interacts with and can by polyubiquitinated by AIP2 in vivo. Based on double mutant analyses, ABI3 interacts genetically with both FUS3 and LEC1 and is involved in controlling accumulation of chlorophyll and anthocyanins, sensitivity to abscisic acid, and expression of the members of the 12S storage protein gene family. In addition, both FUS3 and LEC1 regulate positively the abundance of the ABI3 protein in the seed.  Alternative splicing of ABI3 is developmentally regulated by SUA (AT3G54230)."
AT4G18960,https://www.arabidopsis.org//locus?key=126907,Other Names: AG;AGAMOUS,Floral homeotic gene encoding a MADS domain transcription factor. Specifies floral meristem and carpel and stamen identity. Binds CArG box sequences. It is the only C function gene. It interacts genetically with the other homeotic genes to specify the floral organs.
AT1G69120,https://www.arabidopsis.org//locus?key=30417,Other Names: AGAMOUS-LIKE 7;AGL7;AP1;APETALA1;ATAP1,"Floral homeotic gene encoding a MADS domain protein homologous to SRF transcription factors. Specifies floral meristem and sepal identity. Required for the transcriptional activation of AGAMOUS. Interacts with LEAFY.Binds to promoter and regulates the expression of flowering time genes SVP, SOC1 and AGL24."
AT1G02205,https://www.arabidopsis.org//locus?key=227100,Other Names: CER1;CER22;ECERIFERUM 1;ECERIFERUM 22,"Expression of the CER1 gene associated with production of stem epicuticular wax and pollen fertility. Biochemical studies showed that cer1 mutants are blocked in the conversion of stem wax C30 aldehydes to C29 alkanes, and they also lack the secondary alcohols and ketones. These suggested the CER1 protein is an aldehyde decarbonylase, but the exact molecular function of this protein remains to be determined."
AT1G68530,https://www.arabidopsis.org//locus?key=137221,Other Names: 3-KETOACYL-COA SYNTHASE 6;ATCER6;ATCUT1;CER6;CUT1;CUTICULAR 1;ECERIFERUM 6;G2;KCS6;POLLEN-PISTIL INCOMPATIBILITY 1;POP1,"Encodes KCS6, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
AT1G75820,https://www.arabidopsis.org//locus?key=137553,Other Names: ATCLV1;CLAVATA 1;CLV1;FAS3;FASCIATA 3;FLO5;FLOWER DEVELOPMENT 5,"Putative receptor kinase with an extracellular leucine-rich domain. Controls shoot and floral meristem size, and contributes to establish and maintain floral meristem identity. Negatively regulated by KAPP (kinase-associated protein phosphatase). CLV3 peptide binds directly CLV1 ectodomain."
AT3G60500,https://www.arabidopsis.org//locus?key=40649,Other Names: CER7;ECERIFERUM 7;G3,"Encodes a 3'-5' exoribonuclease, positively regulates CER3 transcription, involved in cuticular wax biosynthesis."
AT2G47240,https://www.arabidopsis.org//locus?key=35392,Other Names: CER8;ECERIFERUM 8;LACS1;LONG-CHAIN ACYL-COA SYNTHASE 1,"Encodes an acyl-CoA synthetase that acts on long-chain and very-long-chain fatty acids, involved in cuticular wax and cutin biosynthesis The mRNA is cell-to-cell mobile."
AT4G34100,https://www.arabidopsis.org//locus?key=127913,Other Names: ATDOA10A;CER9;DEGRADATION OF ALPHA2 10A;DOA10A;ECERIFERUM 9;SUD1;SUPPRESSOR OF DRY2 DEFECTS 1,"Encodes a putative E3 ubiquitin ligase that is involved in cuticular wax biosynthesis and regulates 3-hydroxy-3-methylglutaryl-CoA reductase (HMGR) activity. HMGR catalyzes the major rate-limiting step of the mevalonic acid (MVA) pathway from which sterols and other isoprenoids are synthesized.  Lines carrying a recessive mutation in this locus have reduced chain-length distribution, weakly glaucous stem surface, and has reduced fertility in early flowers, non-spreading floret, downward cupped leaves, leaf waxes nearly pure C24 and C26 acid."
AT1G44446,https://www.arabidopsis.org//locus?key=226583,Other Names: ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE;ATCAO;CAO;CH1;CHLORINA 1;CHLOROPHYLL A OXYGENASE,"Encodes chlorophyllideaoxygenase which converts chlorophyllideato chlorophyllidebby catalyzing two successive hydroxylations at the 7-methyl group of chlorophyllidea.  Mutants are deficient in pigments that associate with thylakoid membrane proteins, lacking chlorophyllband light-harvesting proteins of photosystem II. The protein was shown through cross-linking experiments to interact with Toc75, Toc34, Tic40, Tic20 and Tic22."
AT4G18480,https://www.arabidopsis.org//locus?key=26533,Other Names: CH-42;CH42;CHL11;CHLI-1;CHLI1;CHLORINA 42;LOST1;LOW TEMPERATURE WITH OPEN-STOMATA 1,Encodes the CHLI subunit of magnesium chelatase which is required for chlorophyll biosynthesis. All four cysteine residues of the protein form two disulfide bonds (Cys102-Cys193 and Cys354-Cys396) under oxidized conditions but are fully reduced by reduction. It was suggested that the redox state of CHLI is regulated in vivo by the change of the redox environment in the chloroplasts probably via the Trx system.
AT1G75820,https://www.arabidopsis.org//locus?key=137553,Other Names: ATCLV1;CLAVATA 1;CLV1;FAS3;FASCIATA 3;FLO5;FLOWER DEVELOPMENT 5,"Putative receptor kinase with an extracellular leucine-rich domain. Controls shoot and floral meristem size, and contributes to establish and maintain floral meristem identity. Negatively regulated by KAPP (kinase-associated protein phosphatase). CLV3 peptide binds directly CLV1 ectodomain."
AT1G65380,https://www.arabidopsis.org//locus?key=137840,Other Names: AtRLP10;CLV2;Receptor Like Protein 10;clavata 2,Receptor-like protein containing leucine-rich repeats. Regulates both meristem and organ development in Arabidopsis.
AT3G19820,https://www.arabidopsis.org//locus?key=38765,Other Names: CABBAGE 1;CBB1;DIM;DIM1;DIMINUTIA;DIMINUTO 1;DWARF 1;DWF1;ENHANCED VERY-LOW-FLUENCE RESPONSES 1;EVE1,Involved in the conversion of the early brassinosteroid precursor  24-methylenecholesterol to campesterol. Brassinosteroids affect cellular elongation. Mutants have dwarf phenotype.  DWF1 is a Ca2+-dependent calmodulin-binding protein.
AT1G22770,https://www.arabidopsis.org//locus?key=136959,Other Names: FB;GI;GIGANTEA,"Together with CONSTANTS (CO) and FLOWERING LOCUS T (FT), GIGANTEA promotes flowering under long days in a circadian clock-controlled flowering pathway. GI acts earlier than CO and FT in the pathway by increasing CO and FT mRNA abundance. Located in the nucleus. Regulates several developmental  processes, including photoperiod-mediated flowering, phytochrome B signaling,  circadian clock, carbohydrate metabolism, and cold stress response.  The gene's transcription is controlled by the circadian clock and it is post-transcriptionally regulated by light and dark. Forms a complex with FKF1 on the CO promoter to regulate CO expression. The mRNA is cell-to-cell mobile."
AT4G16280,https://www.arabidopsis.org//locus?key=128853,Other Names: FCA;FLOWERING CONTROL LOCUS A,"Involved in the promotion of the transition of the vegetative meristem to reproductive development. Four forms of the protein (alpha, beta, delta and gamma) are produced by alternative splicing. Involved in RNA-mediated chromatin silencing. At one point it was believed to act as an abscisic acid receptor but the paper describing that function was retracted."
AT4G35900,https://www.arabidopsis.org//locus?key=128068,Other Names: FD;FD-1;atbzip14,"bZIP protein required for positive regulation of flowering. Mutants are late flowering. FD interacts with FT to promote flowering.Expressed in the shoot apex in floral anlagen, then declines in floral primordia."
AT5G15840,https://www.arabidopsis.org//locus?key=130492,Other Names: B-BOX DOMAIN PROTEIN 1;BBX1;CO;CONSTANS;FG,"Encodes a protein showing similarities to zinc finger transcription factors, involved in regulation of flowering under long days. Acts upstream of FT and SOC1."
AT1G65480,https://www.arabidopsis.org//locus?key=30541,Other Names: FLOWERING LOCUS T;FT;REDUCED STEM BRANCHING 8;RSB8,"FT, together with LFY, promotes flowering and is antagonistic with its homologous gene, TERMINAL FLOWER1 (TFL1). Together with TSF, it plays an antagonistic role to TFL1 in the determination of inflorescence meristem identity. FT is expressed in leaves and is induced by long day treatment. Either the FT mRNA or protein is translocated to the shoot apex where it induces its own expression. Recent data suggests that FT protein acts as a long-range signal. FT is a target of CO and acts upstream of SOC1."
AT5G13480,https://www.arabidopsis.org//locus?key=136108,Other Names: FY;WDR33,"Encodes a protein with similarity to yeast Pfs2p, an mRNA processing factor. Involved in regulation of flowering time; affects FCA mRNA processing. Homozygous mutants are late flowering, null alleles are embryo lethal."
AT4G02780,https://www.arabidopsis.org//locus?key=130143,Other Names: ABC33;ARABIDOPSIS THALIANA ENT-COPALYL DIPHOSPHATE SYNTHETASE 1;ATCPS1;CPP synthase;CPS;CPS1;ENT-COPALYL DIPHOSPHATE SYNTHETASE 1;GA REQUIRING 1;GA1,Catalyzes the conversion of geranylgeranyl pyrophosphate (GGPP) to copalyl pyrophosphate (CPP) of gibberellin biosynthesis
AT1G79460,https://www.arabidopsis.org//locus?key=137868,Other Names: ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE;ARABIDOPSIS THALIANA ENT-KAURENE SYNTHASE 1;ATKS;ATKS1;ENT-KAURENE SYNTHASE 1;GA REQUIRING 2;GA2;KS;KS1,Encodes for a protein with ent-kaurene synthase B activity which catalyzes the second step in the cyclization of GGPP to ent-kaurene in the gibberellins biosynthetic pathway.
AT5G25900,https://www.arabidopsis.org//locus?key=135532,Other Names: ARABIDOPSIS THALIANA ENT-KAURENE OXIDASE 1;ATKO1;CYP701A3;CYTOCHROME P450 701 A3;GA REQUIRING 3;GA3,Encodes a member of the CYP701A cytochrome p450 family that is involved in later steps of the gibberellin biosynthetic pathway.
AT4G25420,https://www.arabidopsis.org//locus?key=26544,Other Names: ARABIDOPSIS THALIANA GIBBERELLIN 20-OXIDASE 1;AT2301;ATGA20OX1;GA REQUIRING 5;GA20OX1;GA5;gibberellin 20 oxidase 1,Encodes gibberellin 20-oxidase that is involved in the later steps of the gibberellin biosynthetic pathway. Regulated by a circadian clock. Weak expression response to far red light.
AT1G14920,https://www.arabidopsis.org//locus?key=26612,Other Names: GAI;GIBBERELLIC ACID INSENSITIVE;RESTORATION ON GROWTH ON AMMONIA 2;RGA2,Similar to a putative transcription factor and transcriptional coactivators. Repressor of GA responses and involved in gibberellic acid mediated signaling. Member of the DELLA proteins that restrain the cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. GAI may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA.
AT1G79840,https://www.arabidopsis.org//locus?key=28310,Other Names: GL2;GLABRA2,"Glabra 2, a homeodomain protein affects epidermal cell identity including trichomes, root hairs, and seed coat. It also down-regulates seed oil content. Expressed in atrichoblasts and required to suppress root hair development. Also expressed abundantly during early seed development.  Directly regulated by WER."
AT2G18790,https://www.arabidopsis.org//locus?key=26548,Other Names: HY3;OOP1;OUT OF PHASE 1;PHYB;PHYTOCHROME B,Red/far-red photoreceptor involved in the regulation of de-etiolation. Exists in two inter-convertible forms: Pr and Pfr (active). Involved in the light-promotion of seed germination and in the shade avoidance response. Promotes seedling etiolation in both the presence and absence of phytochrome A. Overexpression results in etiolation under far-red light. Accumulates in the nucleus after exposure to far red light. The phosphorylation state of the Ser-86 residue of the phytochrome B molecule alters dark reversion of the molecule. The mRNA is cell-to-cell mobile.
AT4G08920,https://www.arabidopsis.org//locus?key=129943,Other Names: ATCRY1;BLU1;BLUE LIGHT UNINHIBITED 1;CRY1;CRYPTOCHROME 1;ELONGATED HYPOCOTYL 4;HY4;OOP2;OUT OF PHASE 2,"Encodes CRY1, a flavin-type blue-light photoreceptor with ATP binding and autophosphorylation activity. Functions in perception of blue / green ratio of light.  The photoreceptor may be involved in electron transport. Mutant phenotype displays a blue light-dependent inhibition of hypocotyl elongation. Photoreceptor activity requires light-induced homodimerisation of the N-terminal CNT1 domains of CRY1. Involved in blue-light induced stomatal opening. The C-terminal domain of the protein undergoes a light dependent conformational change.  Also involved in response to circadian rhythm. Mutants exhibit long hypocotyl under blue light and are out of phase in their response to circadian rhythm.  CRY1 is present in the nucleus and cytoplasm.  Different subcellular pools of CRY1 have different functions during photomorphogenesis of Arabidopsis seedlings. The mRNA is cell-to-cell mobile."
AT5G11260,https://www.arabidopsis.org//locus?key=131099,Other Names: ELONGATED HYPOCOTYL 5;HY5;REVERSAL OF THE DET PHENOTYPE 5;TED 5,"Basic leucine zipper (bZIP) transcription factor. Nuclear localization. Involved in light-regulated transcriptional activation of G-box-containing promoters. Negatively regulated by Cop1. Although cytokinins do not appear to affect the gene Primes promoter activity, they appear to stabilize the protein. HY5 plays a role in anthocyanin accumulation in far-red light and blue light, but not in red light or in the dark. Mutant studies showed that the gene product is involved in the positive regulation of the PHYA-mediated inhibition of hypocotyl elongation. Binds to G- and Z-boxes, and other ACEs, but not to E-box. Loss of function mutation shows ABA resistant seedling phenotypes suggesting involvement for HY5 in mediating ABA responses. Binds to the promoter of ABI5 and regulates its expression."
